Date,Glacier,Mountain_range,SSP,Sample,Site,clim_bio1,clim_bio10,clim_bio11,clim_bio12,clim_bio13,clim_bio14,clim_bio15,clim_bio16,clim_bio17,clim_bio18,clim_bio19,clim_bio2,clim_bio3,clim_bio4,clim_bio5,clim_bio6,clim_bio7,clim_bio8,clim_bio9,clim_fcf,clim_fgd,clim_pr,clim_scd,clim_tas,clim_tasmax,clim_tasmin,elevation,gl_area,gl_coverage,gl_dist,gl_index,glims_id,latitude,longitude,min_calcite,min_clays,min_feldspar,min_quartz,rgi_v6,pc_water_temp_predicted,pc_turbidity_predicted,pc_conductivity_predicted,pc_ph_predicted,nut_din_predicted,nut_srp_predicted,chla_predicted,bacterial_abundance_predicted,shannon_predicted,pielou_predicted,mntd_predicted,mpd_predicted,pd_predicted,bioclim_PC1,bioclim_PC2,bioclim_PC3,bioclim_PC4,bioclim_PC5,bioclim_PC6
Present,GL101,European Alps,370,GL101_DN,DN,0.150000000000034,9.55000000000001,-8.94999999999999,1906.2,217.8,112.9,18.6,598.2,384.1,384.1,492.6,9.3,0.321000003814697,720.7,15.15,-13.85,29,-3.84999999999997,9.55000000000001,113,220,5.20702410810165,286,6.55000000000001,11.05,0.950000000000046,2008,0.667837643840042,0.352793721076243,1899,0.000734806689140391,G006263E44892N,44.9148,6.2582,-4.99083266680008,0.794598682601887,-1.81431187369857,-1.16171184561143,RGI60-11.03694,1.6331380957885,3.59148106161337,5.12265961487271,7.38793107091651,5.04227415588733,1.01814650774974,-4.88665258543936,15.8483343764717,6.24934439126945,0.802005129831485,0.0819913792237492,1.76613666247638,296.729409527596,0.283929089435393,1.2716249022869,1.22198788317373,0.540281769098005,-1.15562839446921,-0.390401458777235
Present,GL101,European Alps,585,GL101_DN,DN,0.150000000000034,9.55000000000001,-8.94999999999999,1906.2,217.8,112.9,18.6,598.2,384.1,384.1,492.6,9.3,0.321000003814697,720.7,15.15,-13.85,29,-3.84999999999997,9.55000000000001,113,220,5.20702410810165,286,6.55000000000001,11.05,0.950000000000046,2008,0.667837643840042,0.352793721076243,1899,0.000734806689140391,G006263E44892N,44.9148,6.2582,-4.99083266680008,0.794598682601887,-1.81431187369857,-1.16171184561143,RGI60-11.03694,1.6331380957885,3.59043198508554,5.12265961487271,7.38699358203936,5.04216946551652,1.01827869503523,-4.8829335708626,15.8464253067121,6.24934439126945,0.802005129831485,0.081993557082563,1.76601274531134,296.729409098103,0.283929089435393,1.2716249022869,1.22198788317373,0.540281769098005,-1.15562839446921,-0.390401458777235
Present,GL101,European Alps,126,GL101_UP,UP,-1.74999999999994,7.65000000000003,-10.95,2068.4,239,121.4,19.2,652.4,413.7,413.7,530.4,9.3,0.320000004768372,723.4,13.2500000000001,-15.85,29.1,-5.84999999999997,7.65000000000003,118,273,5.29456031767032,349,4.65000000000003,9.15000000000003,-0.949999999999989,2440,0.64186237510071,0.52074429951272,58,0.0232139087957298,G006263E44892N,44.8985,6.2624,-4.99083266680008,0.794598682601887,-1.81431187369857,-1.16171184561143,RGI60-11.03694,-0.33342055274507,3.59965038997315,4.87995777436581,7.38714461226082,5.12388469208924,0.952392211284325,-5.06839405726915,15.8126888352219,6.07485908257627,0.783651608851829,0.0818993735327011,1.78105111553129,296.767247772844,0.592088033189584,0.696106976766535,0.815348769237208,1.17075810163368,-1.36469818900719,-0.399912590878149
Present,GL101,European Alps,370,GL101_UP,UP,-1.74999999999994,7.65000000000003,-10.95,2068.4,239,121.4,19.2,652.4,413.7,413.7,530.4,9.3,0.320000004768372,723.4,13.2500000000001,-15.85,29.1,-5.84999999999997,7.65000000000003,118,273,5.29456031767032,349,4.65000000000003,9.15000000000003,-0.949999999999989,2440,0.667837643840042,0.52074429951272,58,0.0235102369845362,G006263E44892N,44.8985,6.2624,-4.99083266680008,0.794598682601887,-1.81431187369857,-1.16171184561143,RGI60-11.03694,-0.33342055274507,3.60346299146182,4.87995777436581,7.38839938385527,5.12367274512546,0.954227407365262,-5.07149631963011,15.8098251658959,6.07485908257627,0.783651608851829,0.0818870509906347,1.78073766919594,296.767247772844,0.592088033189584,0.696106976766535,0.815348769237208,1.17075810163368,-1.36469818900719,-0.399912590878149
Present,GL101,European Alps,585,GL101_UP,UP,-1.74999999999994,7.65000000000003,-10.95,2068.4,239,121.4,19.2,652.4,413.7,413.7,530.4,9.3,0.320000004768372,723.4,13.2500000000001,-15.85,29.1,-5.84999999999997,7.65000000000003,118,273,5.29456031767032,349,4.65000000000003,9.15000000000003,-0.949999999999989,2440,0.667837643840042,0.52074429951272,58,0.0235102369845362,G006263E44892N,44.8985,6.2624,-4.99083266680008,0.794598682601887,-1.81431187369857,-1.16171184561143,RGI60-11.03694,-0.33342055274507,3.60367525807514,4.87995777436581,7.38746520427996,5.12388469208924,0.953944090159944,-5.07429447543508,15.7980828015542,6.07485908257627,0.783651608851829,0.0818948950619746,1.78064373879045,296.767247772844,0.592088033189584,0.696106976766535,0.815348769237208,1.17075810163368,-1.36469818900719,-0.399912590878149
Future,GL101,European Alps,126,GL101_UP,UP,0.0300000000000409,9.83000000000004,-9.32999999999996,2081.82,243.66,116.7,21.1,659.62,403.14,403.14,550.32,9.56,0.315534648895264,752.02,15.81,-14.47,30.28,-4.34999999999997,9.83000000000004,112,229.6,5.23553729842533,298,7.05000000000003,11.81,1.17000000000003,2440,-1.07186042878278,0.230410508235548,1241.5,0.000471071553445254,G006263E44892N,44.8985,6.2624,-4.99083266680008,0.794598682601887,-1.81431187369857,-1.16171184561143,RGI60-11.03694,1.23270096271298,2.90379703522396,5.30170872844502,7.19779897795084,5.05290076835036,0.878958369582109,-3.85809511861755,16.1667614291177,6.28072255307043,0.809282085890696,0.0840175244396588,1.79888144446563,296.730022786069,0.258137170957093,1.45364313624522,0.959020830682998,0.514021614074847,-1.36512414734464,-0.518152737084488
Future,GL101,European Alps,370,GL101_UP,UP,2.53000000000004,13.13,-7.18999999999996,1955.24,231.66,103.54,22.22,617.42,358.24,359.76,551.2,9.8,0.308261499404907,798.12,19.63,-12.09,31.72,-3.00999999999997,13.11,116.4,198.8,5.17054081160588,256.6,9.91000000000004,14.83,3.89000000000004,2440,-5.21480673367488,0.0288706635310509,1581.25,4.6553574947997e-05,G006263E44892N,44.8985,6.2624,-4.99083266680008,0.794598682601887,-1.81431187369857,-1.16171184561143,RGI60-11.03694,1.4584779727345,1.27726529293918,5.65075131907973,6.74472980076538,5.01507020533298,0.573188078166087,-1.56768985575434,16.9376194739962,6.39411508623094,0.822694405916785,0.0887317586327122,1.87191311330226,296.694323465061,-0.109553390783568,2.59778516119842,1.3419710782832,-0.394472201874342,-1.42529314587762,-0.584559921739442
Future,GL101,European Alps,585,GL101_UP,UP,3.57000000000004,14.63,-6.32999999999996,1908.68,220.16,98.64,22.52,611.7,346.82,348.68,550.58,10.58,0.318715853691101,823.78,21.19,-11.87,33.06,-3.02999999999996,14.47,126.8,187.4,5.12841832975264,241.8,11.05,16.05,4.29000000000003,2440,-7.22822717425696,0.0104487878717978,1626.75,1.63758015280141e-05,G006263E44892N,44.8985,6.2624,-4.99083266680008,0.794598682601887,-1.81431187369857,-1.16171184561143,RGI60-11.03694,1.48528676672055,0.476930211272047,5.68736651393272,6.50039625074461,5.011508013533,0.439365733975332,-0.481413631498617,17.2172147685279,6.40741168756654,0.82381461437327,0.0914422383372955,1.90837121164951,296.65973590673,-0.183083676655294,3.07436584132216,1.47823960873796,-0.792839438956695,-1.61100525140277,-0.910253504589542
Present,GL102,European Alps,126,GL102_DN,DN,2.25000000000006,11.65,-6.74999999999994,1623.8,181.3,97.8,17.4,504.6,333,333,425,9.3,0.321000003814697,719.1,17.2500000000001,-11.55,28.8,-1.74999999999994,11.65,118,191,5.25253517389291,248,4.05000000000001,8.35000000000002,-1.14999999999998,1880,0.525329608033142,0.442386124623036,1612,0.000806039948265144,G006341E44929N,44.9387,6.2986,-4.68855179492714,1.04997329507672,-2.09354046605934,-2.26866687479058,RGI60-11.03810,1.49217576409951,3.51831148816181,4.98117660783481,7.42651642218845,5.15647272195434,0.805856771225458,-5.08997853409573,16.0491397562483,6.18903623155945,0.797629302808757,0.0827975830169021,1.77766291263199,296.732576509395,0.0373599730930888,1.91307370015293,1.77291775546641,-0.176105582817197,-0.922043766250379,-0.34918243881883
Present,GL102,European Alps,370,GL102_DN,DN,2.25000000000006,11.65,-6.74999999999994,1623.8,181.3,97.8,17.4,504.6,333,333,425,9.3,0.321000003814697,719.1,17.2500000000001,-11.55,28.8,-1.74999999999994,11.65,118,191,5.25253517389291,248,4.05000000000001,8.35000000000002,-1.14999999999998,1880,0.537671698838874,0.442386124623036,1612,0.000811025437531902,G006341E44929N,44.9387,6.2986,-4.68855179492714,1.04997329507672,-2.09354046605934,-2.26866687479058,RGI60-11.03810,1.49217576409951,3.52024047781071,4.98117660783481,7.42669920790549,5.15647276272547,0.806489245287653,-5.10231212966993,16.0487928990832,6.18903623155945,0.797629302808757,0.082775846581759,1.77758727633866,296.732576509395,0.0373599730930888,1.91307370015293,1.77291775546641,-0.176105582817197,-0.922043766250379,-0.34918243881883
Present,GL102,European Alps,585,GL102_DN,DN,2.25000000000006,11.65,-6.74999999999994,1623.8,181.3,97.8,17.4,504.6,333,333,425,9.3,0.321000003814697,719.1,17.2500000000001,-11.55,28.8,-1.74999999999994,11.65,118,191,5.25253517389291,248,4.05000000000001,8.35000000000002,-1.14999999999998,1880,0.53591784179065,0.442386124623036,1612,0.000810315107299239,G006341E44929N,44.9387,6.2986,-4.68855179492714,1.04997329507672,-2.09354046605934,-2.26866687479058,RGI60-11.03810,1.49217576409951,3.51860966913948,4.98117660783481,7.42517371740744,5.15647279144373,0.806397480704023,-5.0911758372163,16.0478541317531,6.18903623155945,0.797629302808757,0.0828013047947464,1.77755326854695,296.732576509395,0.0373599730930888,1.91307370015293,1.77291775546641,-0.176105582817197,-0.922043766250379,-0.34918243881883
Present,GL102,European Alps,126,GL102_UP,UP,-2.04999999999995,7.45000000000004,-11.15,1769.2,196.6,107.9,16.9,545.2,368.2,368.2,458.3,9.2,0.31800000667572,725.2,13.05,-15.95,29,-6.14999999999998,7.45000000000004,116,259,5.32957375619859,336,-0.249999999999943,3.95000000000005,-5.44999999999999,2436,0.525329608033142,0.528452261944171,24,0.0513978179066255,G006341E44929N,44.9358,6.3183,-4.68855179492714,1.04997329507672,-2.09354046605934,-2.26866687479058,RGI60-11.03810,-0.456894582383194,3.44789537547893,4.82935390697157,7.40876743318552,5.2217958095729,0.749288781133058,-5.50181222372392,16.0137435330223,6.06521629986555,0.782576871076452,0.0825677575205117,1.8010213479284,296.754101528915,0.908072299081016,0.663847036019983,1.08094789371707,1.20829652521129,-1.31664316254239,-0.307446741297401
Present,GL102,European Alps,370,GL102_UP,UP,-2.04999999999995,7.45000000000004,-11.15,1769.2,196.6,107.9,16.9,545.2,368.2,368.2,458.3,9.2,0.31800000667572,725.2,13.05,-15.95,29,-6.14999999999998,7.45000000000004,116,259,5.32957375619859,336,-0.249999999999943,3.95000000000005,-5.44999999999999,2436,0.537671698838874,0.528452261944171,24,0.0516995310521699,G006341E44929N,44.9358,6.3183,-4.68855179492714,1.04997329507672,-2.09354046605934,-2.26866687479058,RGI60-11.03810,-0.456894582383194,3.44445182444801,4.82935390697157,7.40898943508608,5.22690328878015,0.750336575899685,-5.50159196350155,16.0146144965309,6.06521629986555,0.782576871076452,0.0825410246353351,1.80088563319542,296.754101528915,0.908072299081016,0.663847036019983,1.08094789371707,1.20829652521129,-1.31664316254239,-0.307446741297401
Present,GL102,European Alps,585,GL102_UP,UP,-2.04999999999995,7.45000000000004,-11.15,1769.2,196.6,107.9,16.9,545.2,368.2,368.2,458.3,9.2,0.31800000667572,725.2,13.05,-15.95,29,-6.14999999999998,7.45000000000004,116,259,5.32957375619859,336,-0.249999999999943,3.95000000000005,-5.44999999999999,2436,0.53591784179065,0.528452261944171,24,0.0516565546423906,G006341E44929N,44.9358,6.3183,-4.68855179492714,1.04997329507672,-2.09354046605934,-2.26866687479058,RGI60-11.03810,-0.456894582383194,3.44661537447654,4.82935390697157,7.40726734352968,5.22256376118893,0.750414732008123,-5.49690821408346,16.0135510579069,6.06521629986555,0.782576871076452,0.0825643602938181,1.80094133695728,296.754101528915,0.908072299081016,0.663847036019983,1.08094789371707,1.20829652521129,-1.31664316254239,-0.307446741297401
Future,GL102,European Alps,126,GL102_UP,UP,-0.189999999999964,9.63000000000002,-9.54999999999998,1781.38,202.6,104.8,18.94,551.44,357.44,359.36,475.54,9.46,0.312217092514038,753.54,15.61,-14.65,30.26,-5.38999999999996,9.53000000000002,108.6,224.4,5.32022561859692,293.8,1.53000000000004,5.85000000000003,-3.84999999999998,2436,-1.85758914612925,0.168323133894519,1790.5,0.000220565239888543,G006341E44929N,44.9358,6.3183,-4.68855179492714,1.04997329507672,-2.09354046605934,-2.26866687479058,RGI60-11.03810,1.52549055081717,2.44040928838117,5.33305929921538,7.14458080185005,5.22551783267933,0.661011194954028,-4.04318966901421,16.4732724217981,6.31852267082189,0.812937677157584,0.0854084783680289,1.83475595951892,296.740576165789,0.580094080337248,1.42508108778748,1.22622413137027,0.602948047084261,-1.39753211674081,-0.413638586574153
Future,GL102,European Alps,370,GL102_UP,UP,2.33000000000004,12.89,-7.36999999999996,1674.7,194.04,92.5,20.44,519.7,319.28,319.28,476.6,9.66,0.305048274993896,798.06,19.43,-12.21,31.64,-3.20999999999996,12.89,114.6,197.2,5.26935188825502,256,4.01000000000002,8.49000000000004,-1.46999999999996,2436,-5.06108005215798,0.0338293212825828,2618.25,3.03684682731811e-05,G006341E44929N,44.9358,6.3183,-4.68855179492714,1.04997329507672,-2.09354046605934,-2.26866687479058,RGI60-11.03810,1.50097922532133,1.12709797926201,5.58382262646976,6.78725168736276,5.19055304364953,0.414719447077811,-2.07479565074056,17.0427883768506,6.39602914859748,0.821990840135511,0.0892033200225527,1.88297645658986,296.739737323197,0.174936987756894,2.56153015744332,1.57760689123564,-0.361290510995891,-1.35840129782651,-0.484847367943604
Future,GL102,European Alps,585,GL102_UP,UP,3.37000000000004,14.39,-6.54999999999997,1634.88,188.24,87.98,20.92,517.24,307.02,310.74,476.66,10.44,0.315853986740112,824.24,20.99,-12.01,33,-3.28999999999998,14.25,125,186,5.18632378958711,241.2,4.93000000000003,9.53000000000004,-1.30999999999996,2436,-6.66544181156023,0.0151058356079834,2644.25,1.34135310250965e-05,G006341E44929N,44.9358,6.3183,-4.68855179492714,1.04997329507672,-2.09354046605934,-2.26866687479058,RGI60-11.03810,1.49207469606419,0.550633492037652,5.64935224241153,6.59717916354307,5.14990523351853,0.318336884617201,-1.10307702457007,17.2594053722789,6.41300652608248,0.824077137000936,0.0915980661617599,1.9151159858024,296.678945019062,0.0948776535974084,3.03360711043144,1.69570218207515,-0.760667175027784,-1.55764659135911,-0.808932217947684
Present,GL103,Himalayas,126,GL103_DN,DN,0.650000000000034,8.45000000000005,-7.14999999999998,2714.3,714.4,16.3,111.3,1853.5,78.2,1792,106.4,8.6,0.336999988555908,622.1,11.35,-14.15,25.5,8.45000000000005,-5.44999999999999,136,161,4.37386844697242,216,-4.64999999999998,-0.849999999999966,-10.95,3989,-0.0120562564360842,0.512862998986083,1568,0.000633515426225562,G085556E28239N,28.22356,85.56226,-5.9522438339547,0.657921626288348,-1.39735530847932,-0.981763022171817,RGI60-15.04045,1.25711804831266,2.35791358839727,4.78496485522798,7.7854318640189,4.78670522889117,1.07105625180121,-3.90351454008368,14.4900173005652,6.01391718101698,0.776218981140075,0.0816375490909023,1.8541172649601,296.58533450871,-0.565789010104594,-1.68185378682502,-2.71463567939835,-3.04198015665412,0.305023054008148,0.543170354646001
Present,GL103,Himalayas,370,GL103_DN,DN,0.650000000000034,8.45000000000005,-7.14999999999998,2714.3,714.4,16.3,111.3,1853.5,78.2,1792,106.4,8.6,0.336999988555908,622.1,11.35,-14.15,25.5,8.45000000000005,-5.44999999999999,136,161,4.37386844697242,216,-4.64999999999998,-0.849999999999966,-10.95,3989,-0.0171297510018706,0.512862998986083,1568,0.000631911382349462,G085556E28239N,28.22356,85.56226,-5.9522438339547,0.657921626288348,-1.39735530847932,-0.981763022171817,RGI60-15.04045,1.25711804831266,2.35643181325341,4.78496485522798,7.78466153104684,4.78670476065737,1.0709025715451,-3.90294204693747,14.4923084854811,6.01391718101698,0.776218981140075,0.0816398814986496,1.8543508825897,296.585159442541,-0.565789010104594,-1.68185378682502,-2.71463567939835,-3.04198015665412,0.305023054008148,0.543170354646001
Present,GL103,Himalayas,585,GL103_DN,DN,0.650000000000034,8.45000000000005,-7.14999999999998,2714.3,714.4,16.3,111.3,1853.5,78.2,1792,106.4,8.6,0.336999988555908,622.1,11.35,-14.15,25.5,8.45000000000005,-5.44999999999999,136,161,4.37386844697242,216,-4.64999999999998,-0.849999999999966,-10.95,3989,1.61289021865633e-05,0.512862998986083,1568,0.000637348629700446,G085556E28239N,28.22356,85.56226,-5.9522438339547,0.657921626288348,-1.39735530847932,-0.981763022171817,RGI60-15.04045,1.25711804831266,2.36206018821164,4.78496485522798,7.78555655930028,4.78670532076761,1.07271383351165,-3.90868969467844,14.4870763195076,6.01391718101698,0.776218981140075,0.0816180219881838,1.85390179534625,296.585178916474,-0.565789010104594,-1.68185378682502,-2.71463567939835,-3.04198015665412,0.305023054008148,0.543170354646001
Present,GL103,Himalayas,126,GL103_UP,UP,0.0500000000000113,7.95000000000004,-7.84999999999997,2827.5,741.3,17.2,110.8,1926.2,83.2,1860.1,113.3,8.6,0.334999990463257,629.5,10.85,-14.85,25.7,7.95000000000004,-6.14999999999998,128,165,4.42902948826922,220,-5.34999999999997,-1.54999999999995,-11.65,4062,-0.0120562564360842,0.550610317969422,432,0.00229560209322478,G085556E28239N,28.2298,85.56236,-5.9522438339547,0.657921626288348,-1.39735530847932,-0.981763022171817,RGI60-15.04045,0.0744093242163732,2.36793273707464,4.69046218768958,7.78555821105947,4.81796844749714,1.01847858584905,-4.01029653196113,14.4902189651276,5.94138410190652,0.767008694007356,0.0815023213531509,1.86761030100737,296.694412869328,-0.528094473942267,-1.85560380908811,-2.97984038000519,-2.89061937879756,0.263021621935658,0.529966096153179
